# rej_sigma = 5
# Rejection = 0.0034418896008503977
Epoch,T_pre,T_pre_l,Residual,Top,Down
0,2456054.856945381,2456054.8573464514,-0.00040107034146785736,0.0030408192593825403,-0.003842959942318255
1,2456057.9247984905,2456057.9251987906,-0.00040030013769865036,0.0030415894631517473,-0.003842189738549048
2,2456060.992651663,2456060.99305113,-0.0003994670696556568,0.003042422531194741,-0.0038413566705060545
3,2456064.0605048975,2456064.060903469,-0.00039857160300016403,0.0030433179978502337,-0.0038404612038505617
4,2456067.1283581946,2456067.1287558083,-0.000397613737732172,0.0030442758631182257,-0.0038395033385825697
5,2456070.196211554,2456070.1966081476,-0.00039659347385168076,0.003045296126998717,-0.0038384830747020785
6,2456073.264064976,2456073.264460487,-0.00039551081135869026,0.0030463787894917074,-0.003837400412209088
7,2456076.3319184603,2456076.332312826,-0.00039436575025320053,0.003047523850597197,-0.0038362553511035982
8,2456079.399772007,2456079.4001651653,-0.00039315829053521156,0.003048731310315186,-0.0038350478913856093
9,2456082.4676256157,2456082.4680175046,-0.00039188889786601067,0.003050000702984387,-0.0038337784987164084
10,2456085.535479286,2456085.535869844,-0.00039055757224559784,0.0030513320286048,-0.0038324471730959955
11,2456088.6033330187,2456088.603722183,-0.0003891643136739731,0.0030527252871764246,-0.003831053914524371
12,2456091.671186813,2456091.6715745223,-0.0003877091221511364,0.0030541804786992613,-0.003829598723001534
13,2456094.739040669,2456094.7394268615,-0.0003861924633383751,0.0030556971375120226,-0.003828082064188773
14,2456097.8068945864,2456097.8072792008,-0.00038461433723568916,0.0030572752636147085,-0.003826503938086087
15,2456100.8747485653,2456100.87513154,-0.0003829747438430786,0.003058914857007319,-0.0038248643446934763
16,2456103.9426026056,2456103.9429838792,-0.00038127368316054344,0.0030606159176898543,-0.003823163284010941
17,2456107.010456707,2456107.0108362185,-0.00037951162084937096,0.0030623779800010268,-0.0038214012216997687
18,2456110.0783108687,2456110.0786885577,-0.00037768902257084846,0.0030642005782795492,-0.003819578623421246
19,2456113.1461650915,2456113.146540897,-0.00037580542266368866,0.003066084178186709,-0.0038176950235140864
20,2456116.214019375,2456116.214393236,-0.00037386128678917885,0.003068028314061219,-0.0038157508876395766
21,2456119.281873719,2456119.2822455755,-0.00037185661494731903,0.0030700329859030787,-0.0038137462157977167
22,2456122.349728123,2456122.3500979147,-0.0003697918727993965,0.003072097728051001,-0.0038116814736497942
23,2456125.417582587,2456125.417950254,-0.0003676670603454113,0.0030742225405049864,-0.003809556661195809
24,2456128.4854371105,2456128.485802593,-0.0003654826432466507,0.003076406957603747,-0.0038073722440970484
25,2456131.553291694,2456131.5536549324,-0.0003632386215031147,0.003078650979347283,-0.0038051282223535124
26,2456134.621146336,2456134.6215072717,-0.0003609354607760906,0.003080954140074307,-0.0038028250616264883
27,2456137.6890010377,2456137.689359611,-0.00035857316106557846,0.0030833164397848192,-0.003800462761915976
28,2456140.7568557984,2456140.75721195,-0.0003561517223715782,0.0030857378784788195,-0.003798041323221976
29,2456143.824710618,2456143.8250642894,-0.0003536716103553772,0.0030882179904950205,-0.003795561211205775
30,2456146.892565496,2456146.8929166286,-0.0003511328250169754,0.0030907567758334223,-0.003793022425867373
31,2456149.960420432,2456149.960768968,-0.00034853583201766014,0.0030933537688327376,-0.003790425432868058
32,2456153.028275426,2456153.028621307,-0.0003458810970187187,0.003096008503831679,-0.0037877706978691164
33,2456156.0961304777,2456156.0964736464,-0.00034316862002015114,0.0030987209808302466,-0.003785058220870549
34,2456159.1639855867,2456159.1643259856,-0.0003403988666832447,0.003101490734167153,-0.0037822884675336424
35,2456162.231840753,2456162.232178325,-0.0003375718370079994,0.0031043177638423983,-0.003779461437858397
36,2456165.299695976,2456165.300030664,-0.0003346879966557026,0.003107201604194695,-0.0037765775975061003
37,2456168.367551256,2456168.3678830033,-0.0003317473456263542,0.0031101422552240435,-0.003773636946476752
38,2456171.435406592,2456171.4357353426,-0.0003287503495812416,0.003113139251269156,-0.0037706399504316393
39,2456174.5032619843,2456174.503587682,-0.00032569747418165207,0.0031161921266687456,-0.0037675870750320498
40,2456177.5711174323,2456177.571440021,-0.0003225887194275856,0.003119300881422812,-0.0037644783202779833
41,2456180.6389729357,2456180.6392923603,-0.0003194245509803295,0.003122465049870068,-0.0037613141518307272
42,2456183.706828494,2456183.7071446995,-0.0003162054345011711,0.0031256841663492266,-0.003758095035351569
43,2456186.7746841074,2456186.7749970388,-0.0003129313699901104,0.0031289582308602873,-0.003754820970840508
44,2456189.842539775,2456189.842849378,-0.0003096028231084347,0.003132286777741963,-0.0037514924239588324
45,2456192.910395497,2456192.9107017173,-0.00030622025951743126,0.0031356693413329664,-0.003748109860367829
46,2456195.9782512723,2456195.9785540565,-0.00030278414487838745,0.0031391054559720103,-0.003744673745728785
47,2456199.0461071013,2456199.0464063957,-0.00029929447919130325,0.0031425951216590945,-0.003741184080041701
48,2456202.1139629832,2456202.114258735,-0.000295751728117466,0.0031461378727329317,-0.0037376413289678637
49,2456205.181818918,2456205.182111074,-0.0002921563573181629,0.003149733243532235,-0.0037340459581685606
50,2456208.249674905,2456208.2499634135,-0.0002885083667933941,0.0031533812340570036,-0.003730397967643792
51,2456211.317530944,2456211.3178157527,-0.0002848086878657341,0.0031570809129846636,-0.003726698288716132
52,2456214.3853870346,2456214.385668092,-0.00028105732053518295,0.0031608322803152148,-0.0037229469213855807
53,2456217.4532431765,2456217.453520431,-0.00027725473046302795,0.0031646348703873698,-0.0037191443313134257
54,2456220.5210993695,2456220.5213727704,-0.0002734009176492691,0.0031684886832011286,-0.003715290518499667
55,2456223.588955613,2456223.5892251097,-0.000269496813416481,0.0031723927874339167,-0.0037113864142668787
56,2456226.6568119065,2456226.657077449,-0.0002655424177646637,0.003176347183085734,-0.0037074320186150614
57,2456229.7246682495,2456229.724929788,-0.00026153866201639175,0.003180350938834006,-0.0037034282628667895
58,2456232.792524642,2456232.7927821274,-0.0002574855461716652,0.0031844040546787325,-0.003699375147022063
59,2456235.860381083,2456235.8606344666,-0.0002533835358917713,0.0031885060649586264,-0.003695273136742169
60,2456238.928237573,2456238.928486806,-0.00024923309683799744,0.0031926565040124003,-0.003691122697688395
61,2456241.996094111,2456241.996339145,-0.00024503422901034355,0.003196855371840054,-0.0036869238298607413
62,2456245.0639506965,2456245.0641914844,-0.00024078786373138428,0.0032011017371190134,-0.003682677464581782
63,2456248.131807329,2456248.1320438236,-0.00023649446666240692,0.003205395134187991,-0.0036783840675128046
64,2456251.199664009,2456251.199896163,-0.00023215403780341148,0.0032097355630469862,-0.003674043638653809
65,2456254.2675207346,2456254.267748502,-0.00022776750847697258,0.003214122092373425,-0.0036696571093273703
66,2456257.3353775064,2456257.3356008413,-0.0002233348786830902,0.0032185547221673075,-0.003665224479533488
67,2456260.4032343235,2456260.4034531806,-0.000218857079744339,0.0032230325211060587,-0.0036607466805947367
68,2456263.4710911857,2456263.47130552,-0.00021433411166071892,0.003227555489189679,-0.0036562237125111166
69,2456266.538948092,2456266.539157859,-0.0002097669057548046,0.003232122695095593,-0.0036516565066052023
70,2456269.606805043,2456269.6070101983,-0.00020515546202659607,0.0032367341388238016,-0.0036470450628769938
71,2456272.674662037,2456272.6748625375,-0.0002005007117986679,0.00324138888905173,-0.0036423903126490656
72,2456275.742519074,2456275.742714877,-0.00019580265507102013,0.0032460869457793776,-0.003637692255921418
73,2456278.810376154,2456278.810567216,-0.00019106222316622734,0.0032508273776841704,-0.003632951824016625
74,2456281.878233276,2456281.8784195553,-0.00018627941608428955,0.003255610184766108,-0.0036281690169346873
75,2456284.9460904393,2456284.9462718945,-0.00018145516514778137,0.0032604344357026163,-0.003623344765998179
76,2456288.0139476443,2456288.0141242337,-0.0001765894703567028,0.003265300130493695,-0.0036184790712071005
77,2456291.0818048897,2456291.081976573,-0.00017168326303362846,0.0032702063378167692,-0.003613572863884026
78,2456294.149662175,2456294.149828912,-0.00016673700883984566,0.003275152592010552,-0.0036086266096902434
79,2456297.2175195003,2456297.2176812515,-0.0001617511734366417,0.003280138427413756,-0.0036036407742870394
80,2456300.2853768645,2456300.2855335907,-0.00015672622248530388,0.003285163378365094,-0.0035986158233357016
81,2456303.3532342673,2456303.35338593,-0.00015166262164711952,0.003290226979203278,-0.0035935522224975172
82,2456306.4210917084,2456306.421238269,-0.00014656083658337593,0.0032953287642670218,-0.0035884504374337736
83,2456309.488949187,2456309.4890906084,-0.0001414213329553604,0.0033004682678950373,-0.003583310933805758
84,2456312.5568067026,2456312.5569429477,-0.00013624504208564758,0.00330564455876475,-0.0035781346429360453
85,2456315.624664255,2456315.624795287,-0.00013103196397423744,0.0033108576368761603,-0.003572921564824635
86,2456318.692521843,2456318.692647626,-0.0001257830299437046,0.003316106570906693,-0.0035676726307941023
87,2456321.7603794667,2456321.7604999654,-0.00012049870565533638,0.0033213908951950613,-0.003562388306505734
88,2456324.828237125,2456324.8283523046,-0.00011517945677042007,0.0033267101440799776,-0.0035570690576208178
89,2456327.896094818,2456327.896204644,-0.000109825748950243,0.0033320638519001547,-0.0035517153498006407
90,2456330.9639525446,2456330.964056983,-0.00010443851351737976,0.003337451087333018,-0.0035463281143677775
91,2456334.0318103046,2456334.0319093224,-9.901775047183037e-05,0.0033428718503785673,-0.003540907351322228
92,2456337.099668097,2456337.0997616616,-9.356439113616943e-05,0.0033483252097142283,-0.003535453991986567
93,2456340.167525922,2456340.167614001,-8.807890117168427e-05,0.0033538106996787134,-0.003529968502022082
94,2456343.2353837783,2456343.23546634,-8.256174623966217e-05,0.0033593278546107355,-0.00352445134709006
95,2456346.3032416655,2456346.3033186793,-7.701385766267776e-05,0.00336487574318772,-0.0035189034585130755
96,2456349.3710995833,2456349.3711710186,-7.143523544073105e-05,0.0033704543654096667,-0.0035133248362911288
97,2456352.438957531,2456352.439023358,-6.582681089639664e-05,0.003376062789954001,-0.0035077164117467943
98,2456355.506815508,2456355.506875697,-6.018904969096184e-05,0.003381700551159436,-0.0035020786505413595
99,2456358.5746735134,2456358.5747280363,-5.4522883147001266e-05,0.0033873667177033964,-0.003496412483997399
100,2456361.642531547,2456361.6425803755,-4.882831126451492e-05,0.003393061289585883,-0.0034907179121149126
101,2456364.7103896085,2456364.710432715,-4.310626536607742e-05,0.0033987833354843203,-0.003484995866216475
102,2456367.7782476963,2456367.778285054,-3.735767677426338e-05,0.0034045319240761343,-0.003479247277624661
103,2456370.8461058107,2456370.8461373933,-3.15825454890728e-05,0.003410307055361325,-0.0034734721463394705
104,2456373.9139639507,2456373.9139897325,-2.5781802833080292e-05,0.0034161077980173174,-0.003467671403683478
105,2456376.981822116,2456376.9818420717,-1.9955914467573166e-05,0.0034219336863828245,-0.003461845515317971
106,2456380.0496803056,2456380.049694411,-1.410534605383873e-05,0.003427784254796559,-0.0034559949469042364
107,2456383.117538519,2456383.11754675,-8.231028914451599e-06,0.003433658571935946,-0.0034501206297648493
108,2456386.185396756,2456386.1853990895,-2.3334287106990814e-06,0.0034395561721396986,-0.003444223029561097
109,2456389.2532550157,2456389.2532514287,3.5869888961315155e-06,0.0034454765897465292,-0.003438302611954266
110,2456392.3211132973,2456392.321103768,9.529292583465576e-06,0.0034514188934338633,-0.003432360308266932
111,2456395.3889716007,2456395.388956107,1.54934823513031e-05,0.003457383083201701,-0.0034263961184990946
112,2456398.4568299246,2456398.4568084464,2.1478161215782166e-05,0.00346336776206618,-0.0034204114396346155
113,2456401.524688269,2456401.5246607857,2.748332917690277e-05,0.0034693729300273005,-0.003414406271673495
114,2456404.592546633,2456404.592513125,3.35080549120903e-05,0.003475397655762488,-0.0034083815459383074
115,2456407.660405016,2456407.660365464,3.955187276005745e-05,0.003481441473610455,-0.0034023377280903403
116,2456410.7282634173,2456410.7282178034,4.56138513982296e-05,0.0034875034522486273,-0.003396275749452168
117,2456413.796121836,2456413.7960701426,5.169352516531944e-05,0.003493583126015717,-0.0033901960756850783
118,2456416.8639802723,2456416.863922482,5.779042840003967e-05,0.0034996800292504374,-0.003384099172450358
119,2456419.9318387248,2456419.931774821,6.390362977981567e-05,0.0035057932306302134,-0.003377985971070582
120,2456422.9996971935,2456422.9996271604,7.003312930464745e-05,0.003511922730155045,-0.0033718564715457503
121,2456426.067555677,2456426.0674794996,7.617752999067307e-05,0.0035180671308410708,-0.0033657120708597246
122,2456429.135414175,2456429.135331839,8.233636617660522e-05,0.003524225967027003,-0.0033595532346737925
123,2456432.2032726873,2456432.203184178,8.850917220115662e-05,0.0035303987730515543,-0.003353380428649241
124,2456435.271131213,2456435.2710365173,9.469548240303993e-05,0.0035365850832534376,-0.0033471941184473578
125,2456438.338989751,2456438.3388888566,0.00010089436545968056,0.0035427839663100783,-0.003340995235390717
126,2456441.406848301,2456441.406741196,0.00010710535570979118,0.003548994956560189,-0.0033347842451406065
127,2456444.4747068626,2456444.474593535,0.0001133275218307972,0.003555217122681195,-0.0033285620790196005
128,2456447.5425654347,2456447.5424458743,0.00011956039816141129,0.003561449999011809,-0.0033223292026889864
129,2456450.610424017,2456450.6102982135,0.00012580351904034615,0.003567693119890744,-0.0033160860818100516
130,2456453.6782826087,2456453.678150553,0.00013205595314502716,0.003573945553995425,-0.0033098336477053705
131,2456456.7461412093,2456456.746002892,0.00013831723481416702,0.0035802068356645647,-0.0033035723660362307
132,2456459.813999818,2456459.8138552313,0.00014458689838647842,0.003586476499236876,-0.0032973027024639193
133,2456462.8818584345,2456462.8817075705,0.00015086401253938675,0.0035927536133897845,-0.003291025588311011
134,2456465.9497170574,2456465.9495599098,0.00015714764595031738,0.003599037246800715,-0.0032847419549000803
135,2456469.017575687,2456469.017412249,0.00016343779861927032,0.003605327399469668,-0.0032784518022311274
136,2456472.085434322,2456472.0852645882,0.00016973353922367096,0.0036116231400740687,-0.0032721560616267267
137,2456475.1532929614,2456475.1531169275,0.00017603393644094467,0.0036179235372913424,-0.003265855664409453
138,2456478.2211516052,2456478.2209692667,0.00018233852460980415,0.003624228125460202,-0.0032595510762405936
